n,m,algorithm,density,order,trial,match_size,opt_size,cr,time_ns,is_valid,seed
8192,16384,greedy,extremely_sparse,random,25,6258,6861,0.9121119370354176,1399751,True,2018694574
8192,16384,ranking,extremely_sparse,random,25,6223,6861,0.9070106398484186,3610660,True,2018694574
8192,16384,hopcroft_karp,extremely_sparse,random,25,6861,6861,1.0,64093021,True,2018694574
8192,16384,greedy,extremely_sparse,random,26,6190,6835,0.9056327724945136,1372186,True,2646062149
8192,16384,ranking,extremely_sparse,random,26,6223,6835,0.9104608632040966,3835578,True,2646062149
8192,16384,hopcroft_karp,extremely_sparse,random,26,6835,6835,1.0,72982389,True,2646062149
8192,16384,greedy,extremely_sparse,random,27,6232,6864,0.9079254079254079,1399479,True,251893219
8192,16384,ranking,extremely_sparse,random,27,6209,6864,0.9045745920745921,3620620,True,251893219
8192,16384,hopcroft_karp,extremely_sparse,random,27,6864,6864,1.0,64415222,True,251893219
8192,16384,greedy,extremely_sparse,random,28,6254,6885,0.9083514887436456,1533999,True,275765810
8192,16384,ranking,extremely_sparse,random,28,6274,6885,0.9112563543936093,4703835,True,275765810
8192,16384,hopcroft_karp,extremely_sparse,random,28,6885,6885,1.0,66039703,True,275765810
8192,16384,greedy,extremely_sparse,random,29,6221,6875,0.9048727272727273,1366095,True,4185216290
8192,16384,ranking,extremely_sparse,random,29,6258,6875,0.9102545454545454,3868299,True,4185216290
8192,16384,hopcroft_karp,extremely_sparse,random,29,6875,6875,1.0,65085368,True,4185216290
8192,16384,greedy,extremely_sparse,adversarial,0,6245,6873,0.9086279644987633,1152069,True,817928300
8192,16384,ranking,extremely_sparse,adversarial,0,6272,6873,0.9125563800378292,3506705,True,817928300
8192,16384,hopcroft_karp,extremely_sparse,adversarial,0,6873,6873,1.0,71726475,True,817928300
8192,16384,greedy,extremely_sparse,adversarial,1,6232,6879,0.9059456316325047,1142120,True,3326665618
8192,16384,ranking,extremely_sparse,adversarial,1,6235,6879,0.9063817415321994,2953176,True,3326665618
8192,16384,hopcroft_karp,extremely_sparse,adversarial,1,6879,6879,1.0,55210028,True,3326665618
8192,16384,greedy,extremely_sparse,adversarial,2,6273,6887,0.9108465224335704,1153334,True,2479184602
8192,16384,ranking,extremely_sparse,adversarial,2,6232,6887,0.9048932771889067,3739756,True,2479184602
8192,16384,hopcroft_karp,extremely_sparse,adversarial,2,6887,6887,1.0,106288444,True,2479184602
8192,16384,greedy,extremely_sparse,adversarial,3,6248,6859,0.9109199591777227,1146830,True,2872592133
8192,16384,ranking,extremely_sparse,adversarial,3,6237,6859,0.9093162268552267,3581062,True,2872592133
8192,16384,hopcroft_karp,extremely_sparse,adversarial,3,6859,6859,1.0,71633515,True,2872592133
8192,16384,greedy,extremely_sparse,adversarial,4,6229,6853,0.908944987596673,1154323,True,1087312625
8192,16384,ranking,extremely_sparse,adversarial,4,6254,6853,0.9125930249525755,3600001,True,1087312625
8192,16384,hopcroft_karp,extremely_sparse,adversarial,4,6853,6853,1.0,73119982,True,1087312625
8192,16384,greedy,extremely_sparse,adversarial,5,6223,6853,0.9080694586312564,1118822,True,1304407699
8192,16384,ranking,extremely_sparse,adversarial,5,6180,6853,0.901794834379104,2567463,True,1304407699
8192,16384,hopcroft_karp,extremely_sparse,adversarial,5,6853,6853,1.0,73562310,True,1304407699
8192,16384,greedy,extremely_sparse,adversarial,6,6268,6909,0.9072224634534665,1138946,True,4218424865
8192,16384,ranking,extremely_sparse,adversarial,6,6234,6909,0.9023013460703431,3865646,True,4218424865
8192,16384,hopcroft_karp,extremely_sparse,adversarial,6,6909,6909,1.0,57842229,True,4218424865
8192,16384,greedy,extremely_sparse,adversarial,7,6210,6845,0.9072315558802045,1116480,True,2896407248
8192,16384,ranking,extremely_sparse,adversarial,7,6208,6845,0.9069393718042367,3866227,True,2896407248
8192,16384,hopcroft_karp,extremely_sparse,adversarial,7,6845,6845,1.0,57397074,True,2896407248
8192,16384,greedy,extremely_sparse,adversarial,8,6195,6843,0.9053046909250329,1136713,True,3774447605
8192,16384,ranking,extremely_sparse,adversarial,8,6209,6843,0.9073505772322081,2543763,True,3774447605
8192,16384,hopcroft_karp,extremely_sparse,adversarial,8,6843,6843,1.0,65728602,True,3774447605
8192,16384,greedy,extremely_sparse,adversarial,9,6250,6882,0.9081662307468759,1140701,True,63273788
8192,16384,ranking,extremely_sparse,adversarial,9,6262,6882,0.9099099099099099,2914223,True,63273788
8192,16384,hopcroft_karp,extremely_sparse,adversarial,9,6882,6882,1.0,64886884,True,63273788
8192,16384,greedy,extremely_sparse,adversarial,10,6264,6908,0.9067747539085119,1161103,True,4029966381
8192,16384,ranking,extremely_sparse,adversarial,10,6291,6908,0.9106832657788072,3263574,True,4029966381
8192,16384,hopcroft_karp,extremely_sparse,adversarial,10,6908,6908,1.0,64038597,True,4029966381
8192,16384,greedy,extremely_sparse,adversarial,11,6222,6875,0.9050181818181818,1141351,True,2717800330
8192,16384,ranking,extremely_sparse,adversarial,11,6240,6875,0.9076363636363637,3629308,True,2717800330
8192,16384,hopcroft_karp,extremely_sparse,adversarial,11,6875,6875,1.0,64910107,True,2717800330
8192,16384,greedy,extremely_sparse,adversarial,12,6240,6859,0.9097536083977256,1141487,True,3494531006
8192,16384,ranking,extremely_sparse,adversarial,12,6232,6859,0.9085872576177285,3657471,True,3494531006
8192,16384,hopcroft_karp,extremely_sparse,adversarial,12,6859,6859,1.0,64778220,True,3494531006
8192,16384,greedy,extremely_sparse,adversarial,13,6293,6888,0.9136178861788617,1137846,True,1406868211
8192,16384,ranking,extremely_sparse,adversarial,13,6271,6888,0.9104239256678281,3157937,True,1406868211
8192,16384,hopcroft_karp,extremely_sparse,adversarial,13,6888,6888,1.0,72981968,True,1406868211
8192,16384,greedy,extremely_sparse,adversarial,14,6228,6850,0.9091970802919708,1157851,True,2765144338
8192,16384,ranking,extremely_sparse,adversarial,14,6242,6850,0.9112408759124088,3620147,True,2765144338
8192,16384,hopcroft_karp,extremely_sparse,adversarial,14,6850,6850,1.0,65191516,True,2765144338
8192,16384,greedy,extremely_sparse,adversarial,15,6217,6868,0.9052125800815376,1146254,True,4112676187
8192,16384,ranking,extremely_sparse,adversarial,15,6281,6868,0.9145311589982528,2913416,True,4112676187
8192,16384,hopcroft_karp,extremely_sparse,adversarial,15,6868,6868,1.0,74423938,True,4112676187
8192,16384,greedy,extremely_sparse,adversarial,16,6218,6846,0.9082676015191352,1122591,True,2715864294
8192,16384,ranking,extremely_sparse,adversarial,16,6186,6846,0.9035933391761612,2929300,True,2715864294
8192,16384,hopcroft_karp,extremely_sparse,adversarial,16,6846,6846,1.0,82110434,True,2715864294
8192,16384,greedy,extremely_sparse,adversarial,17,6251,6857,0.9116231588158087,1143730,True,2378310729
8192,16384,ranking,extremely_sparse,adversarial,17,6247,6857,0.9110398133294444,2757487,True,2378310729
8192,16384,hopcroft_karp,extremely_sparse,adversarial,17,6857,6857,1.0,64567392,True,2378310729
8192,16384,greedy,extremely_sparse,adversarial,18,6216,6849,0.9075777485764345,1174081,True,788061339
8192,16384,ranking,extremely_sparse,adversarial,18,6257,6849,0.9135640239451015,3660023,True,788061339
8192,16384,hopcroft_karp,extremely_sparse,adversarial,18,6849,6849,1.0,73400441,True,788061339
8192,16384,greedy,extremely_sparse,adversarial,19,6189,6815,0.9081438004402055,1156150,True,308801074
8192,16384,ranking,extremely_sparse,adversarial,19,6198,6815,0.9094644167278063,3106152,True,308801074
8192,16384,hopcroft_karp,extremely_sparse,adversarial,19,6815,6815,1.0,56792017,True,308801074
8192,16384,greedy,extremely_sparse,adversarial,20,6237,6880,0.9065406976744186,1146282,True,2103882501
8192,16384,ranking,extremely_sparse,adversarial,20,6289,6880,0.9140988372093023,3084267,True,2103882501
8192,16384,hopcroft_karp,extremely_sparse,adversarial,20,6880,6880,1.0,82205472,True,2103882501
8192,16384,greedy,extremely_sparse,adversarial,21,6271,6904,0.9083140208574739,1153158,True,1861045094
8192,16384,ranking,extremely_sparse,adversarial,21,6248,6904,0.9049826187717266,3189423,True,1861045094
8192,16384,hopcroft_karp,extremely_sparse,adversarial,21,6904,6904,1.0,72347000,True,1861045094
8192,16384,greedy,extremely_sparse,adversarial,22,6216,6879,0.9036197121674662,1147831,True,2981120637
8192,16384,ranking,extremely_sparse,adversarial,22,6229,6879,0.90550952173281,3888963,True,2981120637
8192,16384,hopcroft_karp,extremely_sparse,adversarial,22,6879,6879,1.0,73104146,True,2981120637
8192,16384,greedy,extremely_sparse,adversarial,23,6233,6840,0.9112573099415204,1141906,True,3149079025
8192,16384,ranking,extremely_sparse,adversarial,23,6240,6840,0.9122807017543859,2689580,True,3149079025
8192,16384,hopcroft_karp,extremely_sparse,adversarial,23,6840,6840,1.0,63841759,True,3149079025
8192,16384,greedy,extremely_sparse,adversarial,24,6257,6892,0.9078641903656414,1135403,True,1503598709
8192,16384,ranking,extremely_sparse,adversarial,24,6274,6892,0.9103308183401044,3323674,True,1503598709
8192,16384,hopcroft_karp,extremely_sparse,adversarial,24,6892,6892,1.0,71745534,True,1503598709
8192,16384,greedy,extremely_sparse,adversarial,25,6255,6861,0.9116746829908177,1162077,True,2026268572
8192,16384,ranking,extremely_sparse,adversarial,25,6244,6861,0.910071418160618,3031942,True,2026268572
8192,16384,hopcroft_karp,extremely_sparse,adversarial,25,6861,6861,1.0,63786960,True,2026268572
8192,16384,greedy,extremely_sparse,adversarial,26,6216,6852,0.9071803852889667,1182774,True,785882708
8192,16384,ranking,extremely_sparse,adversarial,26,6268,6852,0.9147694103911267,2767526,True,785882708
8192,16384,hopcroft_karp,extremely_sparse,adversarial,26,6852,6852,1.0,55047447,True,785882708
8192,16384,greedy,extremely_sparse,adversarial,27,6253,6829,0.915653829257578,1152884,True,2021771254
8192,16384,ranking,extremely_sparse,adversarial,27,6237,6829,0.9133108800702885,2876000,True,2021771254
8192,16384,hopcroft_karp,extremely_sparse,adversarial,27,6829,6829,1.0,64441060,True,2021771254
8192,16384,greedy,extremely_sparse,adversarial,28,6203,6808,0.9111339600470035,1909264,True,2026712803
8192,16384,ranking,extremely_sparse,adversarial,28,6203,6808,0.9111339600470035,2798253,True,2026712803
8192,16384,hopcroft_karp,extremely_sparse,adversarial,28,6808,6808,1.0,65253128,True,2026712803
8192,16384,greedy,extremely_sparse,adversarial,29,6226,6852,0.9086398131932283,1156421,True,2900596601
8192,16384,ranking,extremely_sparse,adversarial,29,6237,6852,0.910245183887916,2780502,True,2900596601
8192,16384,hopcroft_karp,extremely_sparse,adversarial,29,6852,6852,1.0,62999815,True,2900596601
8192,73728,greedy,sparse,random,0,7624,8191,0.9307776828226102,1916856,True,1948134604
8192,73728,ranking,sparse,random,0,7621,8191,0.930411427176169,6849681,True,1948134604
8192,73728,hopcroft_karp,sparse,random,0,8191,8191,1.0,144335738,True,1948134604
8192,73728,greedy,sparse,random,1,7622,8192,0.930419921875,1820649,True,1822654380
8192,73728,ranking,sparse,random,1,7602,8192,0.927978515625,6285476,True,1822654380
8192,73728,hopcroft_karp,sparse,random,1,8192,8192,1.0,92854810,True,1822654380
8192,73728,greedy,sparse,random,2,7631,8192,0.9315185546875,1798334,True,1479601603
8192,73728,ranking,sparse,random,2,7591,8192,0.9266357421875,6664397,True,1479601603
8192,73728,hopcroft_karp,sparse,random,2,8192,8192,1.0,99990639,True,1479601603
8192,73728,greedy,sparse,random,3,7614,8192,0.929443359375,1943566,True,2657730353
8192,73728,ranking,sparse,random,3,7634,8192,0.931884765625,7700500,True,2657730353
8192,73728,hopcroft_karp,sparse,random,3,8192,8192,1.0,135712523,True,2657730353
8192,73728,greedy,sparse,random,4,7596,8191,0.9273592967891588,1942727,True,1530041464
8192,73728,ranking,sparse,random,4,7623,8191,0.9306555976071298,7178854,True,1530041464
8192,73728,hopcroft_karp,sparse,random,4,8191,8191,1.0,156254756,True,1530041464
8192,73728,greedy,sparse,random,5,7625,8192,0.9307861328125,1987401,True,801261994
8192,73728,ranking,sparse,random,5,7606,8192,0.928466796875,8788693,True,801261994
8192,73728,hopcroft_karp,sparse,random,5,8192,8192,1.0,127460740,True,801261994
8192,73728,greedy,sparse,random,6,7632,8192,0.931640625,2205067,True,931655878
8192,73728,ranking,sparse,random,6,7604,8192,0.92822265625,6594748,True,931655878
8192,73728,hopcroft_karp,sparse,random,6,8192,8192,1.0,120432625,True,931655878
8192,73728,greedy,sparse,random,7,7595,8191,0.9272372115736784,1935199,True,222428519
8192,73728,ranking,sparse,random,7,7636,8191,0.9322427054083751,6184436,True,222428519
8192,73728,hopcroft_karp,sparse,random,7,8191,8191,1.0,118552285,True,222428519
8192,73728,greedy,sparse,random,8,7615,8190,0.9297924297924298,1859813,True,1634578072
8192,73728,ranking,sparse,random,8,7646,8190,0.9335775335775336,6784954,True,1634578072
8192,73728,hopcroft_karp,sparse,random,8,8190,8190,1.0,116398515,True,1634578072
8192,73728,greedy,sparse,random,9,7599,8191,0.9277255524356001,2078446,True,415352262
8192,73728,ranking,sparse,random,9,7622,8191,0.9305335123916494,6132809,True,415352262
8192,73728,hopcroft_karp,sparse,random,9,8191,8191,1.0,141513787,True,415352262
8192,73728,greedy,sparse,random,10,7631,8191,0.931632279330973,1885234,True,929747587
8192,73728,ranking,sparse,random,10,7617,8191,0.9299230863142474,6486749,True,929747587
8192,73728,hopcroft_karp,sparse,random,10,8191,8191,1.0,115039353,True,929747587
8192,73728,greedy,sparse,random,11,7613,8192,0.9293212890625,1876212,True,2601646436
8192,73728,ranking,sparse,random,11,7597,8192,0.9273681640625,6194248,True,2601646436
8192,73728,hopcroft_karp,sparse,random,11,8192,8192,1.0,124229126,True,2601646436
8192,73728,greedy,sparse,random,12,7623,8191,0.9306555976071298,1965108,True,4129540428
8192,73728,ranking,sparse,random,12,7602,8191,0.9280918080820413,6337982,True,4129540428
8192,73728,hopcroft_karp,sparse,random,12,8191,8191,1.0,140837126,True,4129540428
8192,73728,greedy,sparse,random,13,7599,8191,0.9277255524356001,1830222,True,2827812284
8192,73728,ranking,sparse,random,13,7617,8191,0.9299230863142474,6258317,True,2827812284
8192,73728,hopcroft_karp,sparse,random,13,8191,8191,1.0,143015195,True,2827812284
8192,73728,greedy,sparse,random,14,7629,8189,0.9316155818781292,1891524,True,470509297
8192,73728,ranking,sparse,random,14,7585,8189,0.9262425204542679,19804255,True,470509297
8192,73728,hopcroft_karp,sparse,random,14,8189,8189,1.0,146472323,True,470509297
8192,73728,greedy,sparse,random,15,7633,8191,0.9318764497619338,1828697,True,3462177623
8192,73728,ranking,sparse,random,15,7631,8191,0.931632279330973,7467516,True,3462177623
8192,73728,hopcroft_karp,sparse,random,15,8191,8191,1.0,141165620,True,3462177623
8192,73728,greedy,sparse,random,16,7607,8191,0.9287022341594433,1839998,True,983446123
8192,73728,ranking,sparse,random,16,7620,8191,0.9302893419606886,6057379,True,983446123
8192,73728,hopcroft_karp,sparse,random,16,8191,8191,1.0,118359309,True,983446123
8192,73728,greedy,sparse,random,17,7606,8190,0.9286935286935287,1830218,True,784226032
8192,73728,ranking,sparse,random,17,7600,8190,0.927960927960928,7017010,True,784226032
8192,73728,hopcroft_karp,sparse,random,17,8190,8190,1.0,117377563,True,784226032
8192,73728,greedy,sparse,random,18,7628,8192,0.93115234375,1953812,True,3957519866
8192,73728,ranking,sparse,random,18,7610,8192,0.928955078125,6257529,True,3957519866
8192,73728,hopcroft_karp,sparse,random,18,8192,8192,1.0,120246753,True,3957519866
8192,73728,greedy,sparse,random,19,7590,8192,0.926513671875,1840176,True,2288602250
8192,73728,ranking,sparse,random,19,7593,8192,0.9268798828125,6892182,True,2288602250
8192,73728,hopcroft_karp,sparse,random,19,8192,8192,1.0,127170074,True,2288602250
8192,73728,greedy,sparse,random,20,7633,8192,0.9317626953125,1922873,True,2591186307
8192,73728,ranking,sparse,random,20,7598,8192,0.927490234375,6316099,True,2591186307
8192,73728,hopcroft_karp,sparse,random,20,8192,8192,1.0,119388111,True,2591186307
8192,73728,greedy,sparse,random,21,7632,8192,0.931640625,1923389,True,1801286763
8192,73728,ranking,sparse,random,21,7640,8192,0.9326171875,6809353,True,1801286763
8192,73728,hopcroft_karp,sparse,random,21,8192,8192,1.0,126260661,True,1801286763
8192,73728,greedy,sparse,random,22,7642,8191,0.9329752167012575,1877241,True,1065020790
8192,73728,ranking,sparse,random,22,7633,8191,0.9318764497619338,6618202,True,1065020790
8192,73728,hopcroft_karp,sparse,random,22,8191,8191,1.0,141169435,True,1065020790
8192,73728,greedy,sparse,random,23,7614,8191,0.9295568306678061,1942185,True,3957730617
8192,73728,ranking,sparse,random,23,7610,8191,0.9290684898058845,6348054,True,3957730617
8192,73728,hopcroft_karp,sparse,random,23,8191,8191,1.0,116810846,True,3957730617
8192,73728,greedy,sparse,random,24,7600,8191,0.9278476376510805,1810595,True,2586791905
8192,73728,ranking,sparse,random,24,7599,8191,0.9277255524356001,6505736,True,2586791905
8192,73728,hopcroft_karp,sparse,random,24,8191,8191,1.0,113841774,True,2586791905
8192,73728,greedy,sparse,random,25,7617,8191,0.9299230863142474,1820277,True,530643323
8192,73728,ranking,sparse,random,25,7627,8191,0.9311439384690514,6047216,True,530643323
8192,73728,hopcroft_karp,sparse,random,25,8191,8191,1.0,114379834,True,530643323
8192,73728,greedy,sparse,random,26,7621,8191,0.930411427176169,1876850,True,1899776374
8192,73728,ranking,sparse,random,26,7637,8191,0.9323647906238555,6877900,True,1899776374
8192,73728,hopcroft_karp,sparse,random,26,8191,8191,1.0,115319965,True,1899776374
8192,73728,greedy,sparse,random,27,7626,8192,0.930908203125,1853092,True,2296441440
8192,73728,ranking,sparse,random,27,7629,8192,0.9312744140625,6072731,True,2296441440
8192,73728,hopcroft_karp,sparse,random,27,8192,8192,1.0,113479131,True,2296441440
8192,73728,greedy,sparse,random,28,7639,8192,0.9324951171875,1805437,True,2989441864
8192,73728,ranking,sparse,random,28,7622,8192,0.930419921875,6283854,True,2989441864
8192,73728,hopcroft_karp,sparse,random,28,8192,8192,1.0,127734952,True,2989441864
8192,73728,greedy,sparse,random,29,7614,8191,0.9295568306678061,1786647,True,1539178656
8192,73728,ranking,sparse,random,29,7610,8191,0.9290684898058845,6383560,True,1539178656
8192,73728,hopcroft_karp,sparse,random,29,8191,8191,1.0,141555174,True,1539178656
8192,73728,greedy,sparse,adversarial,0,7625,8192,0.9307861328125,1610379,True,3887801697
8192,73728,ranking,sparse,adversarial,0,7620,8192,0.93017578125,5447685,True,3887801697
8192,73728,hopcroft_karp,sparse,adversarial,0,8192,8192,1.0,127240985,True,3887801697
8192,73728,greedy,sparse,adversarial,1,7643,8191,0.9330973019167379,1491031,True,3615426445
8192,73728,ranking,sparse,adversarial,1,7618,8191,0.9300451715297278,5322256,True,3615426445
8192,73728,hopcroft_karp,sparse,adversarial,1,8191,8191,1.0,119195659,True,3615426445
8192,73728,greedy,sparse,adversarial,2,7625,8190,0.931013431013431,1605659,True,1422332503
8192,73728,ranking,sparse,adversarial,2,7645,8190,0.9334554334554335,5932521,True,1422332503
8192,73728,hopcroft_karp,sparse,adversarial,2,8190,8190,1.0,146163372,True,1422332503
8192,73728,greedy,sparse,adversarial,3,7622,8192,0.930419921875,1549330,True,2271568356
8192,73728,ranking,sparse,adversarial,3,7598,8192,0.927490234375,5502082,True,2271568356
8192,73728,hopcroft_karp,sparse,adversarial,3,8192,8192,1.0,117827056,True,2271568356
8192,73728,greedy,sparse,adversarial,4,7589,8192,0.9263916015625,1507861,True,545329859
8192,73728,ranking,sparse,adversarial,4,7606,8192,0.928466796875,5471100,True,545329859
8192,73728,hopcroft_karp,sparse,adversarial,4,8192,8192,1.0,117222201,True,545329859
8192,73728,greedy,sparse,adversarial,5,7602,8191,0.9280918080820413,1546072,True,4188798119
8192,73728,ranking,sparse,adversarial,5,7630,8191,0.9315101941154926,5824080,True,4188798119
8192,73728,hopcroft_karp,sparse,adversarial,5,8191,8191,1.0,115964676,True,4188798119
8192,73728,greedy,sparse,adversarial,6,7635,8189,0.9323482720722921,1494113,True,2548970911
8192,73728,ranking,sparse,adversarial,6,7612,8189,0.929539626328001,5351167,True,2548970911
8192,73728,hopcroft_karp,sparse,adversarial,6,8189,8189,1.0,118355008,True,2548970911
8192,73728,greedy,sparse,adversarial,7,7594,8188,0.9274548119198828,1521134,True,4265728246
8192,73728,ranking,sparse,adversarial,7,7611,8188,0.9295310210063508,5476581,True,4265728246
8192,73728,hopcroft_karp,sparse,adversarial,7,8188,8188,1.0,147952642,True,4265728246
8192,73728,greedy,sparse,adversarial,8,7621,8192,0.9302978515625,1494288,True,3714771522
