n,m,algorithm,density,order,trial,match_size,opt_size,cr,time_ns,is_valid,seed
16384,147456,hopcroft_karp,sparse,random,4,16383,16383,1.0,300705822,True,3475203649
32768,327680,greedy,sparse,random,0,30707,32768,0.937103271484375,12146572,True,1713892859
32768,327680,ranking,sparse,random,0,30617,32768,0.934356689453125,37128218,True,1713892859
32768,327680,hopcroft_karp,sparse,random,0,32768,32768,1.0,608342743,True,1713892859
32768,327680,greedy,sparse,random,1,30704,32766,0.9370689128975157,12770852,True,2655078428
32768,327680,ranking,sparse,random,1,30688,32766,0.9365806018433742,44124736,True,2655078428
32768,327680,hopcroft_karp,sparse,random,1,32766,32766,1.0,728537306,True,2655078428
32768,327680,greedy,sparse,random,2,30705,32768,0.937042236328125,12299072,True,184520507
32768,327680,ranking,sparse,random,2,30667,32768,0.935882568359375,35645465,True,184520507
32768,327680,hopcroft_karp,sparse,random,2,32768,32768,1.0,642893205,True,184520507
32768,327680,greedy,sparse,random,3,30711,32767,0.9372539445173498,14519318,True,1253414141
32768,327680,ranking,sparse,random,3,30671,32767,0.9360332041383099,39287451,True,1253414141
32768,327680,hopcroft_karp,sparse,random,3,32767,32767,1.0,593432891,True,1253414141
32768,327680,greedy,sparse,random,4,30638,32767,0.9350260933256019,12727311,True,1911211842
32768,327680,ranking,sparse,random,4,30686,32767,0.9364909817804499,37062987,True,1911211842
32768,327680,hopcroft_karp,sparse,random,4,32767,32767,1.0,744206485,True,1911211842
