n,m,algorithm,density,order,trial,match_size,opt_size,cr,time_ns,seed
8192,33557074,hopcroft_karp,dense,random,1,8192,8192,1.0,10574188331,576143661
8192,33556650,greedy,dense,random,2,8192,8192,1.0,429351285,1764920595
8192,33556650,ranking,dense,random,2,8191,8192,0.9998779296875,1243073679,1764920595
8192,33556650,hopcroft_karp,dense,random,2,8192,8192,1.0,11236087090,1764920595
8192,33556706,greedy,dense,random,3,8191,8192,0.9998779296875,429297164,281615989
8192,33556706,ranking,dense,random,3,8191,8192,0.9998779296875,1320949717,281615989
8192,33556706,hopcroft_karp,dense,random,3,8192,8192,1.0,9988431051,281615989
8192,33553724,greedy,dense,random,4,8191,8192,0.9998779296875,480473032,188763434
8192,33553724,ranking,dense,random,4,8191,8192,0.9998779296875,1441769858,188763434
8192,33553724,hopcroft_karp,dense,random,4,8192,8192,1.0,11946484165,188763434
8192,33550629,greedy,dense,random,5,8191,8192,0.9998779296875,466894962,3545650275
8192,33550629,ranking,dense,random,5,8192,8192,1.0,1314491622,3545650275
8192,33550629,hopcroft_karp,dense,random,5,8192,8192,1.0,10726088696,3545650275
8192,33555570,greedy,dense,random,6,8191,8192,0.9998779296875,452904460,3716683671
8192,33555570,ranking,dense,random,6,8192,8192,1.0,1295366430,3716683671
8192,33555570,hopcroft_karp,dense,random,6,8192,8192,1.0,10320646162,3716683671
8192,33554576,greedy,dense,random,7,8190,8192,0.999755859375,443725464,590189628
8192,33554576,ranking,dense,random,7,8192,8192,1.0,1405556854,590189628
8192,33554576,hopcroft_karp,dense,random,7,8192,8192,1.0,11230662122,590189628
8192,33558237,greedy,dense,random,8,8192,8192,1.0,460527651,3698139870
8192,33558237,ranking,dense,random,8,8190,8192,0.999755859375,1277706341,3698139870
8192,33558237,hopcroft_karp,dense,random,8,8192,8192,1.0,7468260984,3698139870
8192,33551993,greedy,dense,random,9,8190,8192,0.999755859375,510134612,1318186509
8192,33551993,ranking,dense,random,9,8192,8192,1.0,1335814896,1318186509
8192,33551993,hopcroft_karp,dense,random,9,8192,8192,1.0,6656694692,1318186509
8192,33551646,greedy,dense,random,10,8192,8192,1.0,502293588,3656666743
8192,33551646,ranking,dense,random,10,8191,8192,0.9998779296875,1255650111,3656666743
8192,33551646,hopcroft_karp,dense,random,10,8192,8192,1.0,10603997524,3656666743
8192,33550968,greedy,dense,random,11,8191,8192,0.9998779296875,429896808,1627762515
8192,33550968,ranking,dense,random,11,8191,8192,0.9998779296875,1272964655,1627762515
8192,33550968,hopcroft_karp,dense,random,11,8192,8192,1.0,10627438676,1627762515
8192,33557070,greedy,dense,random,12,8192,8192,1.0,465488826,2990193711
8192,33557070,ranking,dense,random,12,8190,8192,0.999755859375,1221912040,2990193711
8192,33557070,hopcroft_karp,dense,random,12,8192,8192,1.0,10893097673,2990193711
8192,33563234,greedy,dense,random,13,8191,8192,0.9998779296875,441807657,1715038880
8192,33563234,ranking,dense,random,13,8192,8192,1.0,1258506051,1715038880
8192,33563234,hopcroft_karp,dense,random,13,8192,8192,1.0,7208592372,1715038880
8192,33557726,greedy,dense,random,14,8191,8192,0.9998779296875,476646975,4057294467
8192,33557726,ranking,dense,random,14,8191,8192,0.9998779296875,1359029231,4057294467
8192,33557726,hopcroft_karp,dense,random,14,8192,8192,1.0,10462609553,4057294467
8192,33550838,greedy,dense,random,15,8191,8192,0.9998779296875,490302819,1147940803
8192,33550838,ranking,dense,random,15,8192,8192,1.0,1325282744,1147940803
8192,33550838,hopcroft_karp,dense,random,15,8192,8192,1.0,9786414106,1147940803
8192,33561023,greedy,dense,random,16,8191,8192,0.9998779296875,450225510,3411562559
8192,33561023,ranking,dense,random,16,8191,8192,0.9998779296875,1307359949,3411562559
8192,33561023,hopcroft_karp,dense,random,16,8192,8192,1.0,11198543393,3411562559
8192,33553554,greedy,dense,random,17,8190,8192,0.999755859375,455343838,1584279228
8192,33553554,ranking,dense,random,17,8191,8192,0.9998779296875,1323228229,1584279228
8192,33553554,hopcroft_karp,dense,random,17,8192,8192,1.0,6955510963,1584279228
8192,33557259,greedy,dense,random,18,8191,8192,0.9998779296875,504292597,2619064007
8192,33557259,ranking,dense,random,18,8192,8192,1.0,1478304858,2619064007
8192,33557259,hopcroft_karp,dense,random,18,8192,8192,1.0,9734347558,2619064007
8192,33562556,greedy,dense,random,19,8191,8192,0.9998779296875,418675565,3674734581
8192,33562556,ranking,dense,random,19,8191,8192,0.9998779296875,1219520200,3674734581
8192,33562556,hopcroft_karp,dense,random,19,8192,8192,1.0,9600114440,3674734581
8192,33553438,greedy,dense,random,20,8190,8192,0.999755859375,454742029,2794455307
8192,33553438,ranking,dense,random,20,8191,8192,0.9998779296875,1286698607,2794455307
8192,33553438,hopcroft_karp,dense,random,20,8192,8192,1.0,9798127575,2794455307
8192,33554929,greedy,dense,random,21,8192,8192,1.0,474421364,3191505052
8192,33554929,ranking,dense,random,21,8192,8192,1.0,1240768465,3191505052
8192,33554929,hopcroft_karp,dense,random,21,8192,8192,1.0,11440589985,3191505052
8192,33561314,greedy,dense,random,22,8191,8192,0.9998779296875,421888711,2326680624
8192,33561314,ranking,dense,random,22,8191,8192,0.9998779296875,1208259095,2326680624
8192,33561314,hopcroft_karp,dense,random,22,8192,8192,1.0,10637305220,2326680624
8192,33556767,greedy,dense,random,23,8190,8192,0.999755859375,429244711,99987608
8192,33556767,ranking,dense,random,23,8190,8192,0.999755859375,1266925783,99987608
8192,33556767,hopcroft_karp,dense,random,23,8192,8192,1.0,11052196003,99987608
8192,33552831,greedy,dense,random,24,8191,8192,0.9998779296875,438095629,3649928836
8192,33552831,ranking,dense,random,24,8192,8192,1.0,1243837400,3649928836
8192,33552831,hopcroft_karp,dense,random,24,8192,8192,1.0,10546592913,3649928836
8192,33551018,greedy,dense,random,25,8191,8192,0.9998779296875,443183111,630292606
8192,33551018,ranking,dense,random,25,8190,8192,0.999755859375,1238579534,630292606
8192,33551018,hopcroft_karp,dense,random,25,8192,8192,1.0,6649340125,630292606
8192,33554872,greedy,dense,random,26,8191,8192,0.9998779296875,422354128,2107953665
8192,33554872,ranking,dense,random,26,8190,8192,0.999755859375,1229208933,2107953665
8192,33554872,hopcroft_karp,dense,random,26,8192,8192,1.0,10992719746,2107953665
8192,33551824,greedy,dense,random,27,8192,8192,1.0,421564470,797122438
8192,33551824,ranking,dense,random,27,8191,8192,0.9998779296875,1236770120,797122438
8192,33551824,hopcroft_karp,dense,random,27,8192,8192,1.0,10729932352,797122438
8192,33557904,greedy,dense,random,28,8192,8192,1.0,417290886,204115719
8192,33557904,ranking,dense,random,28,8192,8192,1.0,1226299719,204115719
8192,33557904,hopcroft_karp,dense,random,28,8192,8192,1.0,10032181160,204115719
8192,33552955,greedy,dense,random,29,8192,8192,1.0,419838841,634789225
8192,33552955,ranking,dense,random,29,8191,8192,0.9998779296875,1318438728,634789225
8192,33552955,hopcroft_karp,dense,random,29,8192,8192,1.0,10508196106,634789225
8192,33561551,greedy,dense,adversarial,0,8191,8192,0.9998779296875,468547022,1263659773
8192,33561551,ranking,dense,adversarial,0,8192,8192,1.0,1379239895,1263659773
8192,33561551,hopcroft_karp,dense,adversarial,0,8192,8192,1.0,9915628749,1263659773
8192,33555272,greedy,dense,adversarial,1,8191,8192,0.9998779296875,439186768,188323328
8192,33555272,ranking,dense,adversarial,1,8191,8192,0.9998779296875,1225477002,188323328
8192,33555272,hopcroft_karp,dense,adversarial,1,8192,8192,1.0,9607823004,188323328
8192,33550814,greedy,dense,adversarial,2,8191,8192,0.9998779296875,454422048,3787477933
8192,33550814,ranking,dense,adversarial,2,8192,8192,1.0,1267325591,3787477933
8192,33550814,hopcroft_karp,dense,adversarial,2,8192,8192,1.0,10883419521,3787477933
8192,33548999,greedy,dense,adversarial,3,8191,8192,0.9998779296875,459722680,1746176896
8192,33548999,ranking,dense,adversarial,3,8191,8192,0.9998779296875,1262696432,1746176896
8192,33548999,hopcroft_karp,dense,adversarial,3,8192,8192,1.0,10344482567,1746176896
8192,33555300,greedy,dense,adversarial,4,8191,8192,0.9998779296875,581771404,1904393422
8192,33555300,ranking,dense,adversarial,4,8191,8192,0.9998779296875,1451183297,1904393422
8192,33555300,hopcroft_karp,dense,adversarial,4,8192,8192,1.0,7391813261,1904393422
8192,33553827,greedy,dense,adversarial,5,8192,8192,1.0,488123466,2413287462
8192,33553827,ranking,dense,adversarial,5,8191,8192,0.9998779296875,1522056863,2413287462
8192,33553827,hopcroft_karp,dense,adversarial,5,8192,8192,1.0,11104533862,2413287462
8192,33554051,greedy,dense,adversarial,6,8191,8192,0.9998779296875,475944322,2250326479
8192,33554051,ranking,dense,adversarial,6,8191,8192,0.9998779296875,1386051322,2250326479
8192,33554051,hopcroft_karp,dense,adversarial,6,8192,8192,1.0,7837709195,2250326479
8192,33547313,greedy,dense,adversarial,7,8190,8192,0.999755859375,549287153,474281060
8192,33547313,ranking,dense,adversarial,7,8191,8192,0.9998779296875,1457513123,474281060
8192,33547313,hopcroft_karp,dense,adversarial,7,8192,8192,1.0,11278459945,474281060
8192,33545012,greedy,dense,adversarial,8,8190,8192,0.999755859375,512369912,1465946424
8192,33545012,ranking,dense,adversarial,8,8192,8192,1.0,1355727550,1465946424
8192,33545012,hopcroft_karp,dense,adversarial,8,8192,8192,1.0,11802307488,1465946424
8192,33554474,greedy,dense,adversarial,9,8192,8192,1.0,482836368,3279072643
8192,33554474,ranking,dense,adversarial,9,8192,8192,1.0,1368964203,3279072643
8192,33554474,hopcroft_karp,dense,adversarial,9,8192,8192,1.0,11076545610,3279072643
8192,33551323,greedy,dense,adversarial,10,8191,8192,0.9998779296875,496184097,2635213603
8192,33551323,ranking,dense,adversarial,10,8191,8192,0.9998779296875,1496124684,2635213603
8192,33551323,hopcroft_karp,dense,adversarial,10,8192,8192,1.0,11833684083,2635213603
8192,33556266,greedy,dense,adversarial,11,8192,8192,1.0,455388814,1720206217
8192,33556266,ranking,dense,adversarial,11,8192,8192,1.0,1261924205,1720206217
8192,33556266,hopcroft_karp,dense,adversarial,11,8192,8192,1.0,9714648153,1720206217
8192,33555151,greedy,dense,adversarial,12,8191,8192,0.9998779296875,508189190,2399753424
8192,33555151,ranking,dense,adversarial,12,8191,8192,0.9998779296875,1409336293,2399753424
8192,33555151,hopcroft_karp,dense,adversarial,12,8192,8192,1.0,6332097726,2399753424
8192,33556496,greedy,dense,adversarial,13,8191,8192,0.9998779296875,455115598,986391078
8192,33556496,ranking,dense,adversarial,13,8191,8192,0.9998779296875,1280632253,986391078
8192,33556496,hopcroft_karp,dense,adversarial,13,8192,8192,1.0,6471341697,986391078
8192,33559363,greedy,dense,adversarial,14,8191,8192,0.9998779296875,474193796,1942328820
8192,33559363,ranking,dense,adversarial,14,8191,8192,0.9998779296875,1405543136,1942328820
8192,33559363,hopcroft_karp,dense,adversarial,14,8192,8192,1.0,11828723436,1942328820
8192,33557896,greedy,dense,adversarial,15,8191,8192,0.9998779296875,489598353,2270395820
8192,33557896,ranking,dense,adversarial,15,8192,8192,1.0,1363315641,2270395820
8192,33557896,hopcroft_karp,dense,adversarial,15,8192,8192,1.0,6963512332,2270395820
8192,33550601,greedy,dense,adversarial,16,8192,8192,1.0,490280658,2399089741
8192,33550601,ranking,dense,adversarial,16,8192,8192,1.0,1460412798,2399089741
8192,33550601,hopcroft_karp,dense,adversarial,16,8192,8192,1.0,11226965741,2399089741
8192,33558750,greedy,dense,adversarial,17,8192,8192,1.0,516211471,3809082494
8192,33558750,ranking,dense,adversarial,17,8191,8192,0.9998779296875,1343566354,3809082494
8192,33558750,hopcroft_karp,dense,adversarial,17,8192,8192,1.0,11064017767,3809082494
8192,33543374,greedy,dense,adversarial,18,8191,8192,0.9998779296875,452609256,63569441
8192,33543374,ranking,dense,adversarial,18,8191,8192,0.9998779296875,1243300434,63569441
8192,33543374,hopcroft_karp,dense,adversarial,18,8192,8192,1.0,10149898177,63569441
8192,33554627,greedy,dense,adversarial,19,8191,8192,0.9998779296875,442262156,338532061
8192,33554627,ranking,dense,adversarial,19,8190,8192,0.999755859375,1261542587,338532061
8192,33554627,hopcroft_karp,dense,adversarial,19,8192,8192,1.0,6227493707,338532061
8192,33558137,greedy,dense,adversarial,20,8190,8192,0.999755859375,472545412,420698243
8192,33558137,ranking,dense,adversarial,20,8192,8192,1.0,1327288806,420698243
8192,33558137,hopcroft_karp,dense,adversarial,20,8192,8192,1.0,9997172957,420698243
8192,33560388,greedy,dense,adversarial,21,8191,8192,0.9998779296875,511050090,3845871424
8192,33560388,ranking,dense,adversarial,21,8191,8192,0.9998779296875,1484449968,3845871424
8192,33560388,hopcroft_karp,dense,adversarial,21,8192,8192,1.0,6687392111,3845871424
8192,33553595,greedy,dense,adversarial,22,8192,8192,1.0,585768136,3881884692
8192,33553595,ranking,dense,adversarial,22,8192,8192,1.0,1371280789,3881884692
8192,33553595,hopcroft_karp,dense,adversarial,22,8192,8192,1.0,6988922650,3881884692
8192,33551198,greedy,dense,adversarial,23,8191,8192,0.9998779296875,499221529,518855485
8192,33551198,ranking,dense,adversarial,23,8191,8192,0.9998779296875,1249530739,518855485
8192,33551198,hopcroft_karp,dense,adversarial,23,8192,8192,1.0,10128537476,518855485
8192,33556470,greedy,dense,adversarial,24,8192,8192,1.0,509022453,3258665228
8192,33556470,ranking,dense,adversarial,24,8190,8192,0.999755859375,1772909531,3258665228
8192,33556470,hopcroft_karp,dense,adversarial,24,8192,8192,1.0,11476841146,3258665228
8192,33556007,greedy,dense,adversarial,25,8191,8192,0.9998779296875,518969930,3962341810
8192,33556007,ranking,dense,adversarial,25,8192,8192,1.0,1433552169,3962341810
8192,33556007,hopcroft_karp,dense,adversarial,25,8192,8192,1.0,11134875299,3962341810
8192,33550670,greedy,dense,adversarial,26,8191,8192,0.9998779296875,507381539,335704056
8192,33550670,ranking,dense,adversarial,26,8192,8192,1.0,1378103782,335704056
8192,33550670,hopcroft_karp,dense,adversarial,26,8192,8192,1.0,6859514624,335704056
8192,33556470,greedy,dense,adversarial,27,8191,8192,0.9998779296875,453562163,1280863125
8192,33556470,ranking,dense,adversarial,27,8191,8192,0.9998779296875,1263843166,1280863125
8192,33556470,hopcroft_karp,dense,adversarial,27,8192,8192,1.0,11931378201,1280863125
8192,33554725,greedy,dense,adversarial,28,8191,8192,0.9998779296875,470097160,3649814568
8192,33554725,ranking,dense,adversarial,28,8191,8192,0.9998779296875,1326246937,3649814568
8192,33554725,hopcroft_karp,dense,adversarial,28,8192,8192,1.0,6751066846,3649814568
8192,33554070,greedy,dense,adversarial,29,8191,8192,0.9998779296875,463033226,191788959
8192,33554070,ranking,dense,adversarial,29,8192,8192,1.0,1293254240,191788959
8192,33554070,hopcroft_karp,dense,adversarial,29,8192,8192,1.0,10241608131,191788959
